contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,OptionType,ExpiryDate
SPY250114C00480000,2025-01-13 20:47:57+00:00,480.0,99.96,100.23,102.53,0.0,0.0,4.0,1,1.76171994140625,True,REGULAR,USD,Call,2025-01-14
SPY250114C00545000,2025-01-13 19:52:57+00:00,545.0,34.86,35.3,37.67,0.0,0.0,27.0,11,0.7392604199218749,True,REGULAR,USD,Call,2025-01-14
SPY250114C00550000,2025-01-07 19:47:40+00:00,550.0,40.85,30.36,32.67,0.0,0.0,,2,0.6626010302734376,True,REGULAR,USD,Call,2025-01-14
SPY250114C00555000,2025-01-14 14:43:07+00:00,555.0,29.95,26.01,27.23,4.6400013,18.33268,10.0,10,0.6020547607421877,True,REGULAR,USD,Call,2025-01-14
SPY250114C00560000,2025-01-14 15:54:08+00:00,560.0,22.59,20.06,22.61,2.040001,9.927012,24.0,61,0.6789582885742189,True,REGULAR,USD,Call,2025-01-14
SPY250114C00562000,2025-01-14 14:55:28+00:00,562.0,21.03,18.38,20.18,1.1300011,5.6783977,1.0,13,0.5712933496093751,True,REGULAR,USD,Call,2025-01-14
SPY250114C00564000,2025-01-13 21:12:32+00:00,564.0,17.72,16.17,17.94,0.0,0.0,5.0,8,0.49121602539062503,True,REGULAR,USD,Call,2025-01-14
SPY250114C00565000,2025-01-14 15:12:12+00:00,565.0,19.37,15.96,17.72,2.6000004,15.503878,3.0,97,0.5803264624023439,True,REGULAR,USD,Call,2025-01-14
SPY250114C00566000,2025-01-13 21:08:09+00:00,566.0,16.58,14.91,16.66,0.89000034,5.672405,20.0,383,0.5493209130859377,True,REGULAR,USD,Call,2025-01-14
SPY250114C00567000,2025-01-14 14:31:13+00:00,567.0,16.76,13.54,15.66,2.0200005,13.704209,6.0,60,0.5258836474609375,True,REGULAR,USD,Call,2025-01-14
SPY250114C00568000,2025-01-14 15:56:33+00:00,568.0,14.15,13.14,14.31,1.5,11.857708,309.0,23,0.45825737060546884,True,REGULAR,USD,Call,2025-01-14
SPY250114C00569000,2025-01-14 15:56:33+00:00,569.0,13.15,12.1,13.15,1.7999992,15.859024,315.0,195,0.4145566357421875,True,REGULAR,USD,Call,2025-01-14
SPY250114C00570000,2025-01-14 15:56:49+00:00,570.0,12.07,11.29,13.04,0.84000015,7.479966,320.0,163,0.4963429272460938,True,REGULAR,USD,Call,2025-01-14
SPY250114C00571000,2025-01-14 15:57:13+00:00,571.0,11.2,9.32,11.04,0.43999958,4.0892153,357.0,315,0.35474278076171867,True,REGULAR,USD,Call,2025-01-14
SPY250114C00572000,2025-01-14 16:01:43+00:00,572.0,9.5,8.19,9.87,0.85999966,9.9537,161.0,206,0.30982135498046875,True,REGULAR,USD,Call,2025-01-14
SPY250114C00573000,2025-01-14 16:01:43+00:00,573.0,8.5,8.39,8.52,-0.47000027,-5.239691,193.0,197,0.2387771435546875,True,REGULAR,USD,Call,2025-01-14
SPY250114C00574000,2025-01-14 16:02:45+00:00,574.0,7.16,7.5,7.6,-1.0,-11.876485,149.0,192,0.22925575439453127,True,REGULAR,USD,Call,2025-01-14
SPY250114C00575000,2025-01-14 15:57:13+00:00,575.0,7.26,6.48,6.59,-0.059999943,-0.81967133,431.0,531,0.20581848876953124,True,REGULAR,USD,Call,2025-01-14
SPY250114C00576000,2025-01-14 16:02:42+00:00,576.0,5.37,5.46,5.53,-1.06,-16.060606,473.0,1684,0.1757894921875,True,REGULAR,USD,Call,2025-01-14
SPY250114C00577000,2025-01-14 16:02:33+00:00,577.0,4.53,4.76,4.8,-1.0799999,-19.251335,4374.0,3381,0.18360191406249998,True,REGULAR,USD,Call,2025-01-14
SPY250114C00578000,2025-01-14 16:02:41+00:00,578.0,3.74,3.82,3.86,-1.1299999,-22.599997,2785.0,3707,0.16358258300781253,True,REGULAR,USD,Call,2025-01-14
SPY250114C00579000,2025-01-14 16:02:18+00:00,579.0,3.06,3.1,3.14,-1.0700002,-25.41568,3165.0,4082,0.161141201171875,True,REGULAR,USD,Call,2025-01-14
SPY250114C00580000,2025-01-14 16:02:54+00:00,580.0,2.2,2.41,2.42,-1.31,-37.321938,9214.0,8046,0.15284050292968754,True,REGULAR,USD,Call,2025-01-14
SPY250114C00581000,2025-01-14 16:02:54+00:00,581.0,1.57,1.75,1.76,-1.35,-45.1505,15035.0,7150,0.14344118286132812,True,REGULAR,USD,Call,2025-01-14
SPY250114C00582000,2025-01-14 16:02:54+00:00,582.0,1.12,1.24,1.25,-1.2299999,-52.340424,45602.0,5876,0.13892462646484377,False,REGULAR,USD,Call,2025-01-14
SPY250114C00583000,2025-01-14 16:02:55+00:00,583.0,0.75,0.8,0.81,-1.11,-59.677418,103218.0,4468,0.131844619140625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00584000,2025-01-14 16:02:55+00:00,584.0,0.49,0.53,0.54,-0.93999994,-66.666664,156652.0,6143,0.131844619140625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00585000,2025-01-14 16:02:55+00:00,585.0,0.3,0.36,0.37,-0.75999993,-71.69811,199183.0,7424,0.13501841552734378,False,REGULAR,USD,Call,2025-01-14
SPY250114C00586000,2025-01-14 16:02:50+00:00,586.0,0.18,0.19,0.2,-0.57,-76.0,142245.0,6288,0.129891513671875,False,REGULAR,USD,Call,2025-01-14
SPY250114C00587000,2025-01-14 16:02:55+00:00,587.0,0.1,0.1,0.11,-0.42,-80.76923,128352.0,13465,0.12842668457031248,False,REGULAR,USD,Call,2025-01-14
SPY250114C00588000,2025-01-14 16:02:54+00:00,588.0,0.05,0.06,0.07,-0.29999998,-85.71428,87759.0,11257,0.131844619140625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00589000,2025-01-14 16:02:50+00:00,589.0,0.03,0.03,0.04,-0.19,-86.36364,59981.0,10987,0.133797724609375,False,REGULAR,USD,Call,2025-01-14
SPY250114C00590000,2025-01-14 16:02:43+00:00,590.0,0.02,0.02,0.03,-0.11,-84.61539,60199.0,11759,0.14063359375,False,REGULAR,USD,Call,2025-01-14
SPY250114C00591000,2025-01-14 16:02:52+00:00,591.0,0.01,0.01,0.02,-0.049999997,-71.42857,12074.0,8666,0.14649291015625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00592000,2025-01-14 16:02:13+00:00,592.0,0.01,0.01,0.02,-0.03,-75.0,9624.0,3378,0.15821154296875,False,REGULAR,USD,Call,2025-01-14
SPY250114C00593000,2025-01-14 16:02:54+00:00,593.0,0.01,0.0,0.01,-0.02,-66.66667,14439.0,7590,0.1562584375,False,REGULAR,USD,Call,2025-01-14
SPY250114C00594000,2025-01-14 15:52:14+00:00,594.0,0.01,0.0,0.01,-0.01,-50.0,5356.0,2990,0.16797707031250003,False,REGULAR,USD,Call,2025-01-14
SPY250114C00595000,2025-01-14 15:44:38+00:00,595.0,0.01,0.0,0.01,0.0,0.0,3871.0,4117,0.179695703125,False,REGULAR,USD,Call,2025-01-14
SPY250114C00596000,2025-01-14 15:41:18+00:00,596.0,0.01,0.0,0.01,-0.01,-50.0,2104.0,1959,0.1914143359375,False,REGULAR,USD,Call,2025-01-14
SPY250114C00597000,2025-01-14 15:36:51+00:00,597.0,0.01,0.0,0.01,0.0,0.0,993.0,3760,0.20313296874999998,False,REGULAR,USD,Call,2025-01-14
SPY250114C00598000,2025-01-14 15:45:17+00:00,598.0,0.01,0.0,0.01,0.0,0.0,13.0,2089,0.21094539062499998,False,REGULAR,USD,Call,2025-01-14
SPY250114C00599000,2025-01-14 15:15:05+00:00,599.0,0.01,0.0,0.01,0.0,0.0,15.0,2534,0.22266402343749997,False,REGULAR,USD,Call,2025-01-14
SPY250114C00600000,2025-01-14 15:19:59+00:00,600.0,0.01,0.0,0.01,0.0,0.0,84.0,3867,0.23438265625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00601000,2025-01-14 14:36:45+00:00,601.0,0.01,0.0,0.01,0.0,0.0,200.0,1582,0.2461012890625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00602000,2025-01-13 20:02:32+00:00,602.0,0.01,0.0,0.01,0.0,0.0,336.0,1695,0.257819921875,False,REGULAR,USD,Call,2025-01-14
SPY250114C00603000,2025-01-14 15:29:43+00:00,603.0,0.01,0.0,0.01,0.0,0.0,428.0,2815,0.26563234375,False,REGULAR,USD,Call,2025-01-14
SPY250114C00604000,2025-01-14 15:49:33+00:00,604.0,0.01,0.0,0.01,0.0,0.0,10.0,910,0.27735097656249996,False,REGULAR,USD,Call,2025-01-14
SPY250114C00605000,2025-01-14 15:27:40+00:00,605.0,0.01,0.0,0.01,0.0,0.0,7.0,3276,0.2890696093749999,False,REGULAR,USD,Call,2025-01-14
SPY250114C00606000,2025-01-14 15:27:33+00:00,606.0,0.01,0.0,0.01,0.0,0.0,3.0,499,0.29688203124999996,False,REGULAR,USD,Call,2025-01-14
SPY250114C00607000,2025-01-13 15:40:05+00:00,607.0,0.01,0.01,0.01,0.0,0.0,1034.0,1561,0.3086006640625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00608000,2025-01-13 15:49:38+00:00,608.0,0.01,0.0,0.01,0.0,0.0,2.0,1889,0.32031929687499994,False,REGULAR,USD,Call,2025-01-14
SPY250114C00609000,2025-01-14 15:49:33+00:00,609.0,0.01,0.0,0.01,0.0,0.0,3.0,521,0.32813171874999997,False,REGULAR,USD,Call,2025-01-14
SPY250114C00610000,2025-01-14 14:32:59+00:00,610.0,0.01,0.0,0.01,0.0,0.0,250.0,3573,0.3398503515625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00611000,2025-01-10 19:18:30+00:00,611.0,0.02,0.0,0.01,0.0,0.0,2.0,136,0.35156898437499995,False,REGULAR,USD,Call,2025-01-14
SPY250114C00612000,2025-01-10 19:47:52+00:00,612.0,0.01,0.0,0.01,0.0,0.0,82.0,74,0.35938140625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00613000,2025-01-13 17:18:52+00:00,613.0,0.01,0.0,0.01,0.0,0.0,499.0,519,0.367193828125,False,REGULAR,USD,Call,2025-01-14
SPY250114C00614000,2025-01-13 14:44:26+00:00,614.0,0.01,0.0,0.01,0.0,0.0,47.0,1053,0.38281867187499996,False,REGULAR,USD,Call,2025-01-14
SPY250114C00615000,2025-01-13 20:19:13+00:00,615.0,0.01,0.0,0.01,0.0,0.0,78.0,1805,0.39063109375,False,REGULAR,USD,Call,2025-01-14
SPY250114C00616000,2025-01-13 16:43:21+00:00,616.0,0.01,0.0,0.01,0.0,0.0,1040.0,1130,0.398443515625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00618000,2025-01-10 15:07:59+00:00,618.0,0.01,0.0,0.01,0.0,0.0,97.0,97,0.42188078125,False,REGULAR,USD,Call,2025-01-14
SPY250114C00619000,2025-01-13 14:39:54+00:00,619.0,0.01,0.0,0.01,0.0,0.0,10.0,127,0.42969320312500003,False,REGULAR,USD,Call,2025-01-14
SPY250114C00620000,2025-01-13 20:15:07+00:00,620.0,0.01,0.0,0.01,0.0,0.0,5.0,360,0.437505625,False,REGULAR,USD,Call,2025-01-14
SPY250114C00625000,2025-01-13 14:40:48+00:00,625.0,0.01,0.0,0.01,0.0,0.0,10.0,917,0.49219257812500006,False,REGULAR,USD,Call,2025-01-14
SPY250114C00630000,2025-01-13 14:44:23+00:00,630.0,0.01,0.0,0.01,0.0,0.0,90.0,836,0.500005,False,REGULAR,USD,Call,2025-01-14
SPY250114C00635000,2025-01-07 15:47:38+00:00,635.0,0.02,0.0,0.01,0.0,0.0,60.0,242,0.5468795312500001,False,REGULAR,USD,Call,2025-01-14
SPY250114C00640000,2025-01-08 18:16:16+00:00,640.0,0.01,0.0,0.01,0.0,0.0,8.0,484,0.5937540625000001,False,REGULAR,USD,Call,2025-01-14
SPY250114C00650000,2025-01-10 21:08:13+00:00,650.0,0.01,0.0,0.01,0.0,0.0,250.0,752,0.6875031250000001,False,REGULAR,USD,Call,2025-01-14
SPY250114C00655000,2025-01-07 16:29:15+00:00,655.0,0.01,0.0,0.01,0.0,0.0,,210,0.7187528125,False,REGULAR,USD,Call,2025-01-14
SPY250114C00660000,2025-01-07 17:25:53+00:00,660.0,0.01,0.0,0.01,0.0,0.0,210.0,516,0.7656273437500001,False,REGULAR,USD,Call,2025-01-14
SPY250114P00430000,2025-01-07 17:35:34+00:00,430.0,0.01,0.0,0.01,0.0,0.0,,20,1.71875140625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00435000,2025-01-08 15:16:52+00:00,435.0,0.01,0.0,0.01,0.0,0.0,,1,1.65625171875,False,REGULAR,USD,Put,2025-01-14
SPY250114P00440000,2025-01-10 14:41:19+00:00,440.0,0.01,0.0,0.01,0.0,0.0,1.0,2,1.5937520312499998,False,REGULAR,USD,Put,2025-01-14
SPY250114P00450000,2025-01-08 16:49:26+00:00,450.0,0.01,0.0,0.01,0.0,0.0,,12,1.46875265625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00460000,2025-01-10 16:53:59+00:00,460.0,0.01,0.0,0.01,0.0,0.0,1.0,31,1.3750031249999999,False,REGULAR,USD,Put,2025-01-14
SPY250114P00465000,2025-01-08 20:31:27+00:00,465.0,0.01,0.0,0.01,0.0,0.0,,51,1.3125034374999998,False,REGULAR,USD,Put,2025-01-14
SPY250114P00470000,2025-01-10 20:50:02+00:00,470.0,0.01,0.0,0.01,0.0,0.0,855.0,736,1.2500037499999999,False,REGULAR,USD,Put,2025-01-14
SPY250114P00475000,2025-01-13 14:35:46+00:00,475.0,0.01,0.0,0.01,0.0,0.0,2.0,1040,1.1875040625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00480000,2025-01-13 14:37:36+00:00,480.0,0.01,0.0,0.01,0.0,0.0,100.0,132,1.125004375,False,REGULAR,USD,Put,2025-01-14
SPY250114P00485000,2025-01-13 14:30:34+00:00,485.0,0.01,0.0,0.01,0.0,0.0,1.0,62,1.0625046875000002,False,REGULAR,USD,Put,2025-01-14
SPY250114P00490000,2025-01-13 15:26:45+00:00,490.0,0.01,0.0,0.01,0.0,0.0,789.0,969,1.000005,False,REGULAR,USD,Put,2025-01-14
SPY250114P00495000,2025-01-13 15:41:12+00:00,495.0,0.01,0.0,0.01,0.0,0.0,1197.0,1227,0.9687503125,False,REGULAR,USD,Put,2025-01-14
SPY250114P00499000,2025-01-13 15:46:10+00:00,499.0,0.01,0.0,0.01,0.0,0.0,9.0,236,0.9062509375,False,REGULAR,USD,Put,2025-01-14
SPY250114P00500000,2025-01-13 15:46:26+00:00,500.0,0.01,0.0,0.01,0.0,0.0,72.0,341,0.9062509375,False,REGULAR,USD,Put,2025-01-14
SPY250114P00505000,2025-01-13 17:39:59+00:00,505.0,0.01,0.0,0.01,0.0,0.0,545.0,731,0.8437515624999999,False,REGULAR,USD,Put,2025-01-14
SPY250114P00510000,2025-01-13 19:41:49+00:00,510.0,0.01,0.0,0.01,0.0,0.0,1773.0,1492,0.7812521875,False,REGULAR,USD,Put,2025-01-14
SPY250114P00515000,2025-01-13 19:43:55+00:00,515.0,0.01,0.0,0.01,0.0,0.0,2664.0,1616,0.73437765625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00520000,2025-01-13 19:47:04+00:00,520.0,0.01,0.0,0.01,0.0,0.0,670.0,608,0.6875031250000001,False,REGULAR,USD,Put,2025-01-14
SPY250114P00525000,2025-01-14 14:55:35+00:00,525.0,0.01,0.0,0.01,0.0,0.0,25.0,1887,0.6250037500000001,False,REGULAR,USD,Put,2025-01-14
SPY250114P00530000,2025-01-13 21:05:38+00:00,530.0,0.01,0.0,0.01,0.0,0.0,499.0,910,0.5625043750000001,False,REGULAR,USD,Put,2025-01-14
SPY250114P00535000,2025-01-14 14:40:29+00:00,535.0,0.01,0.0,0.01,0.0,0.0,1.0,3945,0.51562984375,False,REGULAR,USD,Put,2025-01-14
SPY250114P00540000,2025-01-14 14:39:56+00:00,540.0,0.01,0.0,0.01,0.0,0.0,18.0,8710,0.49219257812500006,False,REGULAR,USD,Put,2025-01-14
SPY250114P00545000,2025-01-14 14:46:01+00:00,545.0,0.01,0.0,0.01,0.0,0.0,2.0,408,0.437505625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00550000,2025-01-13 21:13:52+00:00,550.0,0.01,0.0,0.01,0.0,0.0,5014.0,4310,0.38281867187499996,False,REGULAR,USD,Put,2025-01-14
SPY250114P00555000,2025-01-14 15:07:29+00:00,555.0,0.01,0.0,0.01,0.0,0.0,1.0,4997,0.32031929687499994,False,REGULAR,USD,Put,2025-01-14
SPY250114P00560000,2025-01-14 15:23:31+00:00,560.0,0.01,0.0,0.01,0.0,0.0,123.0,6389,0.26563234375,False,REGULAR,USD,Put,2025-01-14
SPY250114P00561000,2025-01-14 14:56:04+00:00,561.0,0.01,0.0,0.01,-0.01,-50.0,5.0,2632,0.25391371093750004,False,REGULAR,USD,Put,2025-01-14
SPY250114P00562000,2025-01-14 15:13:47+00:00,562.0,0.01,0.0,0.01,-0.01,-50.0,16.0,1581,0.242195078125,False,REGULAR,USD,Put,2025-01-14
SPY250114P00563000,2025-01-14 15:54:00+00:00,563.0,0.01,0.0,0.01,-0.01,-50.0,120.0,3449,0.2304764453125,False,REGULAR,USD,Put,2025-01-14
SPY250114P00564000,2025-01-14 14:46:01+00:00,564.0,0.01,0.0,0.01,-0.02,-66.66667,467.0,2979,0.21875781249999998,False,REGULAR,USD,Put,2025-01-14
SPY250114P00565000,2025-01-14 15:50:51+00:00,565.0,0.01,0.0,0.01,-0.03,-75.0,3419.0,7920,0.20703917968749996,False,REGULAR,USD,Put,2025-01-14
SPY250114P00566000,2025-01-14 15:53:47+00:00,566.0,0.01,0.0,0.01,-0.04,-80.00001,2673.0,2389,0.195320546875,False,REGULAR,USD,Put,2025-01-14
SPY250114P00567000,2025-01-14 16:02:41+00:00,567.0,0.01,0.0,0.01,-0.049999997,-83.333336,1397.0,3685,0.18360191406249998,False,REGULAR,USD,Put,2025-01-14
SPY250114P00568000,2025-01-14 16:00:01+00:00,568.0,0.01,0.0,0.01,-0.07,-87.5,4130.0,3494,0.17188328125000002,False,REGULAR,USD,Put,2025-01-14
SPY250114P00569000,2025-01-14 16:02:22+00:00,569.0,0.01,0.0,0.01,-0.09,-90.0,4604.0,3425,0.1601646484375,False,REGULAR,USD,Put,2025-01-14
SPY250114P00570000,2025-01-14 16:02:28+00:00,570.0,0.02,0.01,0.02,-0.099999994,-83.333336,15347.0,16239,0.16211775390625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00571000,2025-01-14 16:02:44+00:00,571.0,0.03,0.02,0.03,-0.13,-81.25,6731.0,5118,0.15821154296875,False,REGULAR,USD,Put,2025-01-14
SPY250114P00572000,2025-01-14 16:02:55+00:00,572.0,0.04,0.04,0.05,-0.19,-79.16667,15422.0,10333,0.1562584375,False,REGULAR,USD,Put,2025-01-14
SPY250114P00573000,2025-01-14 16:02:25+00:00,573.0,0.06,0.05,0.06,-0.25,-80.64516,36990.0,6117,0.14649291015625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00574000,2025-01-14 16:02:42+00:00,574.0,0.1,0.09,0.1,-0.3,-75.0,28260.0,8107,0.1450280810546875,False,REGULAR,USD,Put,2025-01-14
SPY250114P00575000,2025-01-14 16:02:55+00:00,575.0,0.18,0.13,0.14,-0.33999997,-65.38461,39002.0,14465,0.13868048828125001,False,REGULAR,USD,Put,2025-01-14
SPY250114P00576000,2025-01-14 16:02:52+00:00,576.0,0.26,0.2,0.21,-0.41000003,-61.194035,26477.0,8238,0.13428600097656251,False,REGULAR,USD,Put,2025-01-14
SPY250114P00577000,2025-01-14 16:02:54+00:00,577.0,0.41,0.38,0.39,-0.44000003,-52.380955,25489.0,9028,0.14038945556640625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00578000,2025-01-14 16:02:55+00:00,578.0,0.61,0.56,0.57,-0.47000003,-43.925236,53052.0,8010,0.13770393554687502,False,REGULAR,USD,Put,2025-01-14
SPY250114P00579000,2025-01-14 16:02:55+00:00,579.0,0.9,0.81,0.82,-0.46000004,-33.823532,57085.0,5341,0.13562876098632815,False,REGULAR,USD,Put,2025-01-14
SPY250114P00580000,2025-01-14 16:02:55+00:00,580.0,1.25,1.01,1.02,-0.44000006,-26.035507,96477.0,7231,0.12232322998046877,False,REGULAR,USD,Put,2025-01-14
SPY250114P00581000,2025-01-14 16:02:54+00:00,581.0,1.65,1.44,1.45,-0.40999997,-19.902912,101356.0,3626,0.1211025390625,False,REGULAR,USD,Put,2025-01-14
SPY250114P00582000,2025-01-14 16:02:54+00:00,582.0,2.2,1.92,1.94,-0.31999993,-12.69841,121901.0,2430,0.11597563720703125,True,REGULAR,USD,Put,2025-01-14
SPY250114P00583000,2025-01-14 16:02:54+00:00,583.0,2.85,2.72,2.75,-0.16000009,-5.351173,127730.0,1253,0.13013565185546871,True,REGULAR,USD,Put,2025-01-14
SPY250114P00584000,2025-01-14 16:02:54+00:00,584.0,3.58,3.43,3.48,-0.01999998,-0.5602236,70683.0,780,0.12964737548828126,True,REGULAR,USD,Put,2025-01-14
SPY250114P00585000,2025-01-14 16:02:36+00:00,585.0,4.1,3.82,3.89,-0.19000006,-4.481133,32463.0,2100,1.0000000000000003e-05,True,REGULAR,USD,Put,2025-01-14
SPY250114P00586000,2025-01-14 16:02:33+00:00,586.0,5.0,4.95,4.99,0.0,0.0,6756.0,1005,0.08594664062500001,True,REGULAR,USD,Put,2025-01-14
SPY250114P00587000,2025-01-14 16:00:25+00:00,587.0,5.54,5.61,5.71,-0.19999981,-3.4843173,2252.0,915,1.0000000000000003e-05,True,REGULAR,USD,Put,2025-01-14
SPY250114P00588000,2025-01-14 16:01:12+00:00,588.0,6.5,6.55,6.65,-0.05000019,-0.82919055,1223.0,1534,1.0000000000000003e-05,True,REGULAR,USD,Put,2025-01-14
SPY250114P00589000,2025-01-14 16:02:33+00:00,589.0,7.8,7.5,7.6,0.10000038,1.3661255,917.0,947,1.0000000000000003e-05,True,REGULAR,USD,Put,2025-01-14
SPY250114P00590000,2025-01-14 15:56:58+00:00,590.0,7.83,8.48,8.6,-1.0,-11.325028,1403.0,1337,1.0000000000000003e-05,True,REGULAR,USD,Put,2025-01-14
SPY250114P00591000,2025-01-14 16:00:22+00:00,591.0,9.45,8.23,10.03,-0.52000046,-5.2156515,644.0,389,0.176766044921875,True,REGULAR,USD,Put,2025-01-14
SPY250114P00592000,2025-01-14 15:37:27+00:00,592.0,9.5,9.69,10.91,-2.4899998,-20.767303,70.0,110,1.0000000000000003e-05,True,REGULAR,USD,Put,2025-01-14
SPY250114P00593000,2025-01-14 16:02:40+00:00,593.0,11.58,10.39,12.93,-3.8100004,-25.298805,342.0,72,0.3857483300781249,True,REGULAR,USD,Put,2025-01-14
SPY250114P00594000,2025-01-14 16:02:40+00:00,594.0,12.58,12.0,13.12,-2.12,-14.773519,335.0,42,0.25489026367187506,True,REGULAR,USD,Put,2025-01-14
SPY250114P00595000,2025-01-14 15:07:55+00:00,595.0,11.28,13.06,15.09,-2.0300007,-15.251695,16.0,22,0.44922425781249997,True,REGULAR,USD,Put,2025-01-14
SPY250114P00596000,2025-01-14 16:01:18+00:00,596.0,14.62,13.86,15.78,-2.0199995,-12.1394205,154.0,1,0.4243221630859375,True,REGULAR,USD,Put,2025-01-14
SPY250114P00597000,2025-01-14 16:01:18+00:00,597.0,15.82,14.31,16.85,-0.7800007,-4.698799,155.0,1,0.4545952978515625,True,REGULAR,USD,Put,2025-01-14
SPY250114P00598000,2025-01-14 15:14:01+00:00,598.0,14.0,15.23,17.78,-4.5300007,-24.446846,2.0,1,0.4626518579101563,True,REGULAR,USD,Put,2025-01-14
SPY250114P00599000,2025-01-14 15:48:49+00:00,599.0,16.45,17.1,19.1,-5.5199986,-25.125166,10.0,0,0.5317429638671876,True,REGULAR,USD,Put,2025-01-14
SPY250114P00600000,2025-01-14 15:40:44+00:00,600.0,17.46,17.36,19.85,-3.9000015,-18.258434,51.0,4,0.5117236328125,True,REGULAR,USD,Put,2025-01-14
SPY250114P00601000,2025-01-10 14:30:54+00:00,601.0,16.1,18.15,20.78,0.0,0.0,1.0,0,0.5185595019531251,True,REGULAR,USD,Put,2025-01-14
SPY250114P00602000,2025-01-14 15:22:51+00:00,602.0,18.5,20.12,21.97,-6.4799995,-25.94075,2.0,2,0.569340244140625,True,REGULAR,USD,Put,2025-01-14
SPY250114P00603000,2025-01-10 21:06:45+00:00,603.0,22.87,20.15,22.85,0.0,0.0,400.0,0,0.567387138671875,True,REGULAR,USD,Put,2025-01-14
SPY250114P00604000,2025-01-08 14:54:28+00:00,604.0,17.22,21.82,22.93,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2025-01-14
SPY250114P00605000,2025-01-10 18:47:22+00:00,605.0,21.79,22.82,24.02,0.0,0.0,1.0,0,0.35742830078125,True,REGULAR,USD,Put,2025-01-14
SPY250114P00610000,2025-01-07 15:43:25+00:00,610.0,18.92,27.15,29.09,0.0,0.0,4.0,0,0.4687553125,True,REGULAR,USD,Put,2025-01-14
SPY250114P00615000,2025-01-06 15:25:42+00:00,615.0,16.36,32.79,34.64,0.0,0.0,,0,0.727541787109375,True,REGULAR,USD,Put,2025-01-14
SPY250114P00625000,2025-01-06 14:31:28+00:00,625.0,28.88,41.93,45.02,0.0,0.0,,0,0.975586181640625,True,REGULAR,USD,Put,2025-01-14
SPY250114P00660000,2025-01-08 20:40:26+00:00,660.0,71.86,76.92,79.96,0.0,0.0,,0,1.4794947900390625,True,REGULAR,USD,Put,2025-01-14
SPY250114P00665000,2025-01-08 20:40:26+00:00,665.0,76.88,81.93,85.07,0.0,0.0,,0,1.5810567822265622,True,REGULAR,USD,Put,2025-01-14
SPY250115C00500000,2025-01-10 20:40:14+00:00,500.0,80.73,81.18,83.18,0.0,0.0,2.0,0,1.253421701660156,True,REGULAR,USD,Call,2025-01-15
SPY250115C00510000,2025-01-06 14:38:03+00:00,510.0,87.14,71.05,71.94,0.0,0.0,,4,0.93164130859375,True,REGULAR,USD,Call,2025-01-15
SPY250115C00520000,2025-01-10 18:43:02+00:00,520.0,63.5,61.16,62.16,0.0,0.0,480.0,480,0.8642591699218749,True,REGULAR,USD,Call,2025-01-15
SPY250115C00525000,2025-01-03 20:14:52+00:00,525.0,67.66,56.39,57.28,0.0,0.0,4.0,4,0.8457046679687499,True,REGULAR,USD,Call,2025-01-15
SPY250115C00540000,2025-01-14 15:22:50+00:00,540.0,43.75,41.29,42.35,3.3899994,8.399404,1.0,2,0.65039412109375,True,REGULAR,USD,Call,2025-01-15
SPY250115C00550000,2025-01-13 14:49:11+00:00,550.0,27.23,31.25,31.94,0.0,0.0,5.0,36,0.5390671093750001,True,REGULAR,USD,Call,2025-01-15
SPY250115C00555000,2025-01-14 15:25:40+00:00,555.0,29.11,26.38,26.99,0.32999992,1.1466293,4.0,4,0.47803256347656253,True,REGULAR,USD,Call,2025-01-15
SPY250115C00560000,2025-01-14 15:55:09+00:00,560.0,22.99,21.14,21.93,1.5100002,7.0297966,10.0,20,0.40015248291015626,True,REGULAR,USD,Call,2025-01-15
SPY250115C00562000,2025-01-13 15:54:46+00:00,562.0,16.7,19.12,19.26,0.0,0.0,19.0,21,0.2612378564453125,True,REGULAR,USD,Call,2025-01-15
SPY250115C00563000,2025-01-10 15:57:04+00:00,563.0,19.09,18.62,18.75,0.0,0.0,55.0,28,0.3347234497070312,True,REGULAR,USD,Call,2025-01-15
SPY250115C00565000,2025-01-13 19:29:11+00:00,565.0,19.74,16.5,16.63,4.0599995,25.892853,1.0,46,0.2910227148437499,True,REGULAR,USD,Call,2025-01-15
