contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,OptionType,ExpiryDate
AAPL240614P00205000,2024-05-03 14:51:13+00:00,205.0,20.43,22.3,22.75,0.0,0.0,5.0,5,0.2043536596679687,True,REGULAR,USD,Put,2024-06-14
AAPL240614P00210000,2024-05-03 14:47:29+00:00,210.0,25.2,27.0,28.0,0.0,0.0,2.0,0,0.27735097656249996,True,REGULAR,USD,Put,2024-06-14
AAPL240614P00220000,2024-05-03 13:31:11+00:00,220.0,33.0,36.8,38.1,0.0,0.0,1.0,1,0.36035795898437495,True,REGULAR,USD,Put,2024-06-14
AAPL240621C00005000,2024-05-02 19:27:28+00:00,5.0,168.05,177.35,177.95,0.0,0.0,20.0,7,4.62500421875,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00010000,2024-02-26 20:49:52+00:00,10.0,171.61,162.8,163.75,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00015000,2024-03-28 13:31:59+00:00,15.0,156.73,153.25,155.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00020000,2024-01-05 14:44:06+00:00,20.0,162.22,165.4,167.45,0.0,0.0,2.0,1,4.911136673583982,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00025000,2024-01-26 15:01:45+00:00,25.0,169.65,157.05,158.65,0.0,0.0,2.0,143,2.6777376806640625,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00030000,2024-03-28 13:31:59+00:00,30.0,141.84,138.8,140.15,0.0,0.0,1.0,459,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00035000,2024-03-21 13:30:10+00:00,35.0,142.2,129.2,131.0,0.0,0.0,5.0,588,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00040000,2024-05-02 16:53:33+00:00,40.0,132.38,142.2,143.05,0.0,0.0,11.0,354,1.81640716796875,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00050000,2024-05-03 17:23:34+00:00,50.0,135.08,132.6,133.0,0.0,0.0,1.0,1021,1.716798291015625,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00055000,2024-03-22 19:49:26+00:00,55.0,118.28,109.15,110.75,0.0,0.0,3.0,1031,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00060000,2024-05-03 15:59:34+00:00,60.0,124.75,122.7,123.2,0.0,0.0,1.0,867,1.5712912060546875,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00065000,2024-05-03 17:03:58+00:00,65.0,119.97,117.6,118.1,0.0,0.0,40.0,1441,1.4140654296875002,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00070000,2024-05-03 14:06:57+00:00,70.0,114.08,112.7,113.2,0.0,0.0,1.0,844,1.3676789428710938,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00075000,2024-05-06 18:44:04+00:00,75.0,106.38,107.75,108.35,0.0,0.0,6.0,1650,1.3168979467773436,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00080000,2024-05-07 15:57:02+00:00,80.0,102.0,102.8,103.35,0.47000122,0.46291858,2.0,706,1.2382850585937497,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00085000,2024-05-06 18:28:47+00:00,85.0,96.47,97.7,98.3,0.0,0.0,3.0,894,1.1303754418945315,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00090000,2024-05-07 15:56:40+00:00,90.0,92.0,92.65,93.35,0.44999695,0.49153134,3.0,1186,1.0542039477539062,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00095000,2024-05-07 14:38:32+00:00,95.0,87.85,87.85,88.4,0.44999695,0.51487064,5.0,2022,1.0185595947265624,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00100000,2024-05-03 18:03:32+00:00,100.0,85.84,82.95,83.5,0.0,0.0,78.0,5722,0.9731447998046875,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00105000,2024-05-03 13:49:59+00:00,105.0,79.69,78.0,78.5,0.0,0.0,20.0,324,0.9096688720703124,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00110000,2024-05-03 13:31:51+00:00,110.0,75.5,72.9,73.55,0.0,0.0,1.0,3305,0.8383805224609374,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00115000,2024-05-03 18:32:39+00:00,115.0,71.5,67.95,68.6,0.0,0.0,1.0,1618,0.7846701220703125,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00120000,2024-05-06 17:01:29+00:00,120.0,62.31,63.0,63.7,0.0,0.0,15.0,6016,0.7365748999023438,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00125000,2024-05-07 14:37:27+00:00,125.0,58.38,58.05,58.7,-1.8799973,-3.1198096,2.0,1530,0.6804231176757813,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00130000,2024-05-06 18:00:37+00:00,130.0,52.0,53.2,53.7,0.0,0.0,15.0,4102,0.632816171875,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00135000,2024-05-07 14:37:27+00:00,135.0,48.48,48.25,48.75,0.52000046,1.0842378,3.0,3796,0.5815471533203125,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00140000,2024-05-07 16:51:47+00:00,140.0,43.0,43.35,43.7,0.31000137,0.72616863,17.0,3060,0.5280808911132813,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00145000,2024-05-07 13:49:07+00:00,145.0,40.55,38.4,38.9,3.040001,8.104508,1.0,4361,0.5111132873535156,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00150000,2024-05-07 17:26:04+00:00,150.0,33.56,33.65,33.9,0.90999985,2.7871356,23.0,12204,0.45337460693359377,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00155000,2024-05-07 17:51:28+00:00,155.0,28.53,28.8,29.2,0.48000145,1.7112352,7.0,4516,0.4200497448730469,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00160000,2024-05-07 17:52:12+00:00,160.0,23.63,24.05,24.3,0.37999916,1.634405,46.0,12362,0.36804831176757813,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00165000,2024-05-07 17:52:12+00:00,165.0,18.96,19.35,19.55,0.9299984,5.158061,123.0,7212,0.32349309326171866,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00170000,2024-05-07 18:02:13+00:00,170.0,14.89,14.8,15.0,0.7400007,5.2296877,1366.0,34175,0.2845530529785155,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00175000,2024-05-07 18:02:13+00:00,175.0,10.7,10.75,10.9,0.6999998,6.9999986,634.0,32582,0.256843369140625,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00180000,2024-05-07 18:00:55+00:00,180.0,7.1,7.1,7.2,0.4000001,5.9701505,2001.0,48893,0.22943885803222658,True,REGULAR,USD,Call,2024-06-21
AAPL240621C00185000,2024-05-07 18:03:16+00:00,185.0,4.4,4.3,4.4,0.3000002,7.317078,5962.0,59969,0.21436332519531248,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00190000,2024-05-07 18:02:59+00:00,190.0,2.46,2.42,2.46,0.09000015,3.7974749,8365.0,61827,0.20533021240234373,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00195000,2024-05-07 18:02:57+00:00,195.0,1.33,1.31,1.34,0.00999999,0.757575,5988.0,46712,0.20471986694335934,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00200000,2024-05-07 18:01:28+00:00,200.0,0.69,0.69,0.71,-0.030000031,-4.166671,10524.0,73653,0.20691711059570309,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00205000,2024-05-07 18:00:07+00:00,205.0,0.4,0.39,0.4,-0.01999998,-4.7619004,2682.0,24636,0.21411918701171873,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00210000,2024-05-07 17:52:34+00:00,210.0,0.24,0.24,0.25,-0.030000016,-11.111116,329.0,28172,0.225593681640625,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00215000,2024-05-07 17:08:26+00:00,215.0,0.16,0.16,0.17,-0.02000001,-11.111116,161.0,16856,0.23926541992187497,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00220000,2024-05-07 17:48:28+00:00,220.0,0.11,0.11,0.12,-0.030000001,-21.428572,310.0,70841,0.2524488818359375,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00225000,2024-05-07 17:53:44+00:00,225.0,0.09,0.08,0.09,0.0,0.0,282.0,32375,0.266608896484375,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00230000,2024-05-07 17:53:20+00:00,230.0,0.06,0.06,0.07,-0.010000002,-14.285716,32.0,19593,0.28125718749999995,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00235000,2024-05-07 18:01:58+00:00,235.0,0.05,0.04,0.05,-0.009999998,-12.499997,117.0,9229,0.2910227148437499,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00240000,2024-05-07 15:39:25+00:00,240.0,0.03,0.03,0.04,-0.01,-25.0,125.0,8963,0.304694453125,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00245000,2024-05-07 14:34:22+00:00,245.0,0.02,0.02,0.04,-0.02,-50.0,1.0,6842,0.3242255078124999,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00250000,2024-05-07 14:25:22+00:00,250.0,0.03,0.01,0.04,0.0,0.0,5.0,9899,0.3437565625,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00255000,2024-05-07 14:20:44+00:00,255.0,0.02,0.01,0.03,-0.02,-50.0,60.0,3898,0.35156898437499995,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00260000,2024-05-07 16:39:51+00:00,260.0,0.01,0.01,0.03,-0.01,-50.0,38.0,4037,0.36914693359375,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00265000,2024-05-07 14:43:58+00:00,265.0,0.01,0.0,0.02,0.0,0.0,10.0,1582,0.3711000390625,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00270000,2024-05-06 13:49:10+00:00,270.0,0.01,0.0,0.02,-0.01,-50.0,20.0,3685,0.38672488281249995,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00275000,2024-05-03 16:53:24+00:00,275.0,0.02,0.0,0.02,0.0,0.0,2.0,1441,0.4023497265625,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00280000,2024-05-03 13:32:35+00:00,280.0,0.01,0.0,0.02,0.0,0.0,20.0,2078,0.41797457031249996,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00285000,2024-04-22 19:53:35+00:00,285.0,0.02,0.0,0.0,0.0,0.0,1.0,1263,0.2500075,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00290000,2024-05-06 14:22:42+00:00,290.0,0.01,0.0,0.03,0.0,0.0,146.0,5175,0.4687553125,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00300000,2024-05-07 16:15:42+00:00,300.0,0.01,0.0,0.02,0.0,0.0,1.0,8283,0.4804739453125,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00310000,2024-05-07 13:42:14+00:00,310.0,0.01,0.0,0.01,0.0,0.0,3.0,2124,0.476567734375,False,REGULAR,USD,Call,2024-06-21
AAPL240621C00320000,2024-05-06 14:11:59+00:00,320.0,0.01,0.0,0.01,0.0,0.0,10.0,14771,0.500005,False,REGULAR,USD,Call,2024-06-21
AAPL240621P00020000,2024-04-22 17:43:29+00:00,20.0,0.01,0.0,0.0,0.0,0.0,6.0,23,0.500005,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00025000,2024-03-12 13:49:16+00:00,25.0,0.01,0.0,0.01,0.0,0.0,,4,1.6875015625,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00030000,2024-02-28 14:32:46+00:00,30.0,0.01,0.0,0.03,0.0,0.0,,7,1.6875015625,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00035000,2024-04-18 17:15:42+00:00,35.0,0.01,0.0,0.01,0.0,0.0,2.0,3,1.40625296875,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00040000,2024-02-22 16:42:13+00:00,40.0,0.01,0.0,0.06,0.0,0.0,50.0,51,1.5078149609375,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00045000,2024-02-14 18:25:14+00:00,45.0,0.01,0.0,0.02,0.0,0.0,100.0,101,1.2656286718749998,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00050000,2024-05-06 14:00:23+00:00,50.0,0.01,0.0,0.01,0.0,0.0,100.0,12641,1.125004375,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00055000,2024-05-03 19:03:20+00:00,55.0,0.01,0.0,0.02,0.0,0.0,759.0,3271,1.09375453125,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00060000,2024-04-05 16:44:28+00:00,60.0,0.02,0.0,0.03,0.0,0.0,1.0,1663,1.0468797656250002,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00065000,2024-04-08 14:57:00+00:00,65.0,0.01,0.0,0.01,0.0,0.0,1.0,393,0.8906260937499999,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00070000,2024-05-02 18:51:04+00:00,70.0,0.02,0.0,0.02,0.0,0.0,1.0,2919,0.87500125,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00075000,2024-04-18 16:48:06+00:00,75.0,0.02,0.0,0.01,0.0,0.0,24.0,1534,0.7812521875,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00080000,2024-05-07 14:00:03+00:00,80.0,0.01,0.0,0.02,0.0,0.0,1.0,6856,0.7578149218750001,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00085000,2024-05-03 14:14:37+00:00,85.0,0.01,0.0,0.02,0.0,0.0,4.0,1628,0.70312796875,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00090000,2024-05-06 19:49:07+00:00,90.0,0.01,0.01,0.02,0.0,0.0,1.0,2912,0.6796907031250001,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00095000,2024-05-02 19:34:27+00:00,95.0,0.02,0.0,0.02,0.0,0.0,21.0,1789,0.6093789062500001,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00100000,2024-05-07 13:46:24+00:00,100.0,0.01,0.01,0.03,-0.01,-50.0,20.0,5783,0.6015664843750002,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00105000,2024-05-06 15:10:57+00:00,105.0,0.02,0.01,0.03,0.0,0.0,35.0,3167,0.5546919531250001,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00110000,2024-05-03 19:42:55+00:00,110.0,0.03,0.01,0.03,0.0,0.0,72.0,5128,0.5117236328125,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00115000,2024-05-06 13:43:49+00:00,115.0,0.03,0.02,0.04,0.01,50.0,1.0,4980,0.5039112109375,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00120000,2024-05-07 17:23:24+00:00,120.0,0.04,0.03,0.04,-0.010000002,-20.000002,53.0,11141,0.46094289062500005,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00125000,2024-05-06 19:32:43+00:00,125.0,0.05,0.05,0.06,-0.009999998,-16.666662,7.0,13918,0.43945873046875,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00130000,2024-05-07 17:55:49+00:00,130.0,0.07,0.07,0.08,-0.009999998,-12.499997,221.0,17288,0.41309180664062495,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00135000,2024-05-07 17:13:28+00:00,135.0,0.1,0.09,0.1,-0.009999998,-9.090907,210.0,13904,0.38281867187499996,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00140000,2024-05-07 17:36:09+00:00,140.0,0.14,0.13,0.14,-0.010000005,-6.6666694,137.0,30144,0.35938140625,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00145000,2024-05-07 17:29:41+00:00,145.0,0.17,0.17,0.18,-0.019999996,-10.526314,357.0,14434,0.33008482421874996,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00150000,2024-05-07 18:01:12+00:00,150.0,0.24,0.23,0.24,-0.019999996,-7.999998,4356.0,39107,0.30274134765625,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00155000,2024-05-07 17:39:25+00:00,155.0,0.32,0.32,0.33,-0.060000002,-15.789474,829.0,19658,0.27637442382812494,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00160000,2024-05-07 17:56:45+00:00,160.0,0.47,0.46,0.48,-0.08000001,-14.545456,3189.0,44642,0.25196060546875,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00165000,2024-05-07 17:44:23+00:00,165.0,0.75,0.72,0.74,-0.110000014,-12.7907,554.0,25350,0.22974403076171873,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00170000,2024-05-07 18:00:53+00:00,170.0,1.19,1.17,1.2,-0.2299999,-16.312052,3172.0,56631,0.20972469970703123,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00175000,2024-05-07 17:57:21+00:00,175.0,2.03,1.98,2.02,-0.37000012,-15.416671,4693.0,51407,0.192390888671875,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00180000,2024-05-07 17:56:55+00:00,180.0,3.55,3.4,3.5,-0.51,-12.561577,5085.0,60528,0.18030604858398439,False,REGULAR,USD,Put,2024-06-21
AAPL240621P00185000,2024-05-07 17:59:05+00:00,185.0,5.75,5.65,5.7,-0.75,-11.538462,1182.0,20897,0.16577982666015628,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00190000,2024-05-07 17:59:30+00:00,190.0,8.9,8.8,8.95,-1.0500002,-10.552766,242.0,21224,0.15674671386718753,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00195000,2024-05-07 16:28:04+00:00,195.0,14.03,12.75,12.95,0.25999928,1.8881574,13.0,5365,0.141610146484375,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00200000,2024-05-07 17:39:21+00:00,200.0,17.5,17.45,17.65,-0.7399998,-4.0570164,624.0,6335,0.1381922119140625,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00205000,2024-05-07 13:30:02+00:00,205.0,21.74,22.25,22.5,-2.0900002,-8.770458,5.0,323,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00210000,2024-05-06 13:47:21+00:00,210.0,27.6,27.2,27.7,0.0,0.0,1.0,716,0.20899228515624996,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00215000,2024-05-01 19:42:10+00:00,215.0,44.3,32.2,32.7,0.0,0.0,2140.0,225,0.23731231445312498,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00220000,2024-05-06 15:00:19+00:00,220.0,37.86,37.1,37.7,0.0,0.0,2.0,5,0.264655791015625,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00225000,2024-04-03 19:49:40+00:00,225.0,54.89,41.2,42.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00230000,2024-03-20 13:32:02+00:00,230.0,54.35,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00235000,2023-11-24 17:37:37+00:00,235.0,45.5,40.95,42.0,0.0,0.0,6.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00240000,2024-04-22 18:46:11+00:00,240.0,73.5,57.05,57.7,0.0,0.0,1.0,2,0.3632876171875,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00245000,2024-04-03 19:49:40+00:00,245.0,74.96,61.15,62.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00250000,2024-04-26 19:16:26+00:00,250.0,79.98,67.05,67.65,0.0,0.0,1.0,1,0.38867798828125,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00255000,2024-04-24 19:52:22+00:00,255.0,85.91,72.15,72.6,0.0,0.0,1.0,0,0.38086556640624997,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00260000,2023-08-22 13:36:15+00:00,260.0,83.38,84.7,87.5,0.0,0.0,1.0,0,1.1112104986572267,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00265000,2023-08-21 13:31:04+00:00,265.0,90.0,86.95,88.45,0.0,0.0,8.0,0,0.9611820288085937,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00270000,2024-05-03 16:28:38+00:00,270.0,85.3,86.9,87.7,0.0,0.0,5.0,0,0.4907277490234375,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00275000,2024-04-02 19:44:57+00:00,275.0,105.93,100.95,102.8,0.0,0.0,2.0,0,1.246952007446289,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00280000,2022-11-09 16:04:39+00:00,280.0,143.1,133.75,137.6,0.0,0.0,3.0,0,2.474124908447266,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00290000,2024-02-14 20:47:15+00:00,290.0,106.0,115.65,120.0,0.0,0.0,1.0,0,1.3840362829589843,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00300000,2024-04-24 19:52:25+00:00,300.0,130.86,117.0,117.75,0.0,0.0,1.0,1,0.6210975390625001,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00310000,2024-04-24 19:52:25+00:00,310.0,140.88,127.0,127.65,0.0,0.0,1.0,0,0.6054726953125001,True,REGULAR,USD,Put,2024-06-21
AAPL240621P00320000,2023-08-21 13:54:02+00:00,320.0,145.28,141.6,143.05,0.0,0.0,2.0,0,1.2249794610595701,True,REGULAR,USD,Put,2024-06-21
AAPL240719C00005000,2024-04-02 13:48:50+00:00,5.0,164.0,166.55,168.3,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00010000,2024-02-29 16:49:00+00:00,10.0,169.81,160.35,162.6,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00025000,2024-02-29 16:49:00+00:00,25.0,155.0,145.0,148.6,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00035000,2024-04-02 13:48:50+00:00,35.0,134.37,136.6,138.65,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00050000,2024-05-01 13:33:38+00:00,50.0,120.09,132.2,133.8,0.0,0.0,1.0,1,1.453127734375,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00085000,2024-03-25 13:30:00+00:00,85.0,87.1,0.0,0.0,0.0,0.0,10.0,17,1.0000000000000003e-05,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00090000,2024-05-07 17:34:48+00:00,90.0,93.35,93.1,93.8,0.22999573,0.24698853,7.0,326,0.928711650390625,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00095000,2024-04-17 16:48:26+00:00,95.0,74.47,88.25,89.0,0.0,0.0,1.0,25,0.8955088574218748,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00100000,2024-05-03 17:24:14+00:00,100.0,85.0,83.5,83.9,-1.050003,-1.2202243,10.0,186,0.8457046679687499,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00105000,2024-05-03 17:55:37+00:00,105.0,81.2,78.35,78.95,0.0,0.0,1.0,1,0.7797873583984375,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00110000,2024-05-06 16:09:30+00:00,110.0,72.9,73.45,74.0,0.0,0.0,3000.0,1095,0.7336452416992187,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00115000,2024-05-07 17:28:39+00:00,115.0,68.75,68.5,69.15,0.69000244,1.0138149,45.0,2579,0.6914093359375001,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00120000,2024-05-03 13:30:02+00:00,120.0,67.65,63.6,64.2,0.0,0.0,1.0,31,0.6467320483398438,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00125000,2024-05-03 13:30:03+00:00,125.0,62.75,58.7,59.25,0.0,0.0,2.0,508,0.6025430371093752,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00130000,2024-05-03 17:59:00+00:00,130.0,56.45,53.75,54.55,0.0,0.0,6.0,423,0.5678754150390625,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00135000,2024-05-03 16:10:04+00:00,135.0,51.15,48.85,49.5,0.0,0.0,2.0,74,0.5200243310546875,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00140000,2024-05-06 19:08:38+00:00,140.0,42.76,44.0,44.55,0.0,0.0,14.0,179,0.4985401708984375,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00145000,2024-05-06 18:29:24+00:00,145.0,37.63,39.15,39.65,0.0,0.0,3.0,576,0.45532771240234376,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00150000,2024-05-07 17:39:12+00:00,150.0,34.6,34.4,34.7,1.0999985,3.2835774,7.0,986,0.4089414575195312,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00155000,2024-05-06 19:48:44+00:00,155.0,28.95,29.65,29.95,0.0,0.0,66.0,422,0.3734193518066406,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00160000,2024-05-07 17:02:48+00:00,160.0,24.45,24.9,25.15,0.65999985,2.774274,45.0,861,0.3331975860595704,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00165000,2024-05-07 15:39:35+00:00,165.0,19.75,20.4,20.5,0.35000038,1.8041257,65.0,4219,0.2973703076171874,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00170000,2024-05-07 17:48:37+00:00,170.0,15.8,16.15,16.3,0.5,3.267974,147.0,6601,0.2745433874511719,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00175000,2024-05-07 17:57:39+00:00,175.0,12.13,12.1,12.3,0.5799999,5.021644,639.0,7314,0.2500075,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00180000,2024-05-07 17:55:43+00:00,180.0,8.57,8.65,8.75,0.3800001,4.6398063,614.0,8007,0.22907265075683597,True,REGULAR,USD,Call,2024-07-19
AAPL240719C00185000,2024-05-07 17:59:51+00:00,185.0,5.85,5.85,5.95,0.2999997,5.4054003,3152.0,23908,0.21662160339355468,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00190000,2024-05-07 17:57:26+00:00,190.0,3.68,3.65,3.75,0.13000011,3.6619751,2245.0,22583,0.20551331604003903,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00195000,2024-05-07 17:56:41+00:00,195.0,2.17,2.19,2.24,0.01999998,0.93023163,1259.0,12586,0.19867744689941402,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00200000,2024-05-07 17:59:21+00:00,200.0,1.31,1.28,1.33,0.01999998,1.5503862,2224.0,20061,0.19751779052734375,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00205000,2024-05-07 17:45:38+00:00,205.0,0.73,0.74,0.78,-0.049999952,-6.4102507,838.0,12738,0.19837227416992187,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00210000,2024-05-07 17:59:09+00:00,210.0,0.46,0.44,0.47,0.0,0.0,272.0,6469,0.2020343469238281,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00215000,2024-05-07 17:49:10+00:00,215.0,0.28,0.27,0.3,-0.03999999,-12.12121,53.0,10472,0.2082598706054687,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00220000,2024-05-07 15:38:46+00:00,220.0,0.19,0.18,0.2,-0.019999996,-9.523808,6.0,4218,0.21558401611328126,False,REGULAR,USD,Call,2024-07-19
AAPL240719C00225000,2024-05-06 17:14:21+00:00,225.0,0.2,0.13,0.15,0.07000001,53.846165,1.0,2868,0.2260819580078125,False,REGULAR,USD,Call,2024-07-19
