Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-05-23 00:00:00-04:00,380.7713637176079,385.5209730706834,378.3965886218563,384.73583984375,76414900,0.0,0.0,0.0
2022-05-24 00:00:00-04:00,380.50966879771573,383.0201605820218,375.08156486209793,381.7988586425781,91448800,0.0,0.0,0.0
2022-05-25 00:00:00-04:00,380.2673253820546,387.1881642351213,379.8602346146891,385.1719970703125,91472900,0.0,0.0,0.0
2022-05-26 00:00:00-04:00,386.432128127451,394.5451913542077,386.21888023560183,392.8682861328125,82168300,0.0,0.0,0.0
2022-05-27 00:00:00-04:00,395.3884336354424,402.6291290226417,395.1848882657414,402.5128173828125,84768700,0.0,0.0,0.0
2022-05-31 00:00:00-04:00,400.8552967024539,403.67597235427877,397.4433603413986,400.25433349609375,95937000,0.0,0.0,0.0
2022-06-01 00:00:00-04:00,402.4256043978443,403.4627362936405,394.4385262753712,397.0168762207031,86585800,0.0,0.0,0.0
2022-06-02 00:00:00-04:00,396.85213630453944,404.6259374594173,394.545189914079,404.5774841308594,79609600,0.0,0.0,0.0
2022-06-03 00:00:00-04:00,399.74063389443666,401.3303053417333,396.93936302753025,397.937744140625,71874300,0.0,0.0,0.0
2022-06-06 00:00:00-04:00,402.04759072355944,403.82140261082776,397.94742743026546,399.1493835449219,57508900,0.0,0.0,0.0
2022-06-07 00:00:00-04:00,395.57259762304454,403.4433339944073,395.0976189931983,402.9780578613281,59272400,0.0,0.0,0.0
2022-06-08 00:00:00-04:00,401.2236354617166,403.0556325668791,397.7826212000241,398.5968322753906,64350000,0.0,0.0,0.0
2022-06-09 00:00:00-04:00,396.7744922907051,399.10081360867457,389.11700439453125,389.11700439453125,86289800,0.0,0.0,0.0
2022-06-10 00:00:00-04:00,382.7583961668332,383.63076300262816,377.7858667477859,377.8343200683594,132893900,0.0,0.0,0.0
2022-06-13 00:00:00-04:00,368.18983504213395,370.0896610759199,361.8408811852634,363.48870849609375,170004900,0.0,0.0,0.0
2022-06-14 00:00:00-04:00,365.281874918061,366.3384117351233,359.21402811652814,362.3933410644531,104011800,0.0,0.0,0.0
2022-06-15 00:00:00-04:00,365.7762400229416,372.11549121050666,360.69710073926535,367.5597839355469,125666800,0.0,0.0,0.0
2022-06-16 00:00:00-04:00,359.13648366299395,359.55327687643126,352.90384255028727,355.39495849609375,134473300,0.0,0.0,0.0
2022-06-17 00:00:00-04:00,355.8204654762124,359.58786835765824,352.5690112892282,356.1611633300781,111113900,1.577,0.0,0.0
2022-06-21 00:00:00-04:00,362.03129187560137,366.5482710442013,361.95339602127024,365.1269836425781,76811900,0.0,0.0,0.0
2022-06-22 00:00:00-04:00,360.79491941038214,368.6801956713606,360.3665813620333,364.4649963378906,90059400,0.0,0.0,0.0
2022-06-23 00:00:00-04:00,366.6554106181186,368.787327100022,363.00482189588377,368.0377502441406,79292100,0.0,0.0,0.0
2022-06-24 00:00:00-04:00,371.2891862210083,379.74881911655575,371.2599827010004,379.73907470703125,98050300,0.0,0.0,0.0
2022-06-27 00:00:00-04:00,380.6833519250774,380.98513152711774,377.1690663684165,378.28857421875,66009600,0.0,0.0,0.0
2022-06-28 00:00:00-04:00,379.88510458925043,382.73742384391664,370.442237438999,370.5590515136719,86548900,0.0,0.0,0.0
2022-06-29 00:00:00-04:00,371.1237449092345,372.13615350511753,368.3882393428364,370.25732421875,65676000,0.0,0.0,0.0
2022-06-30 00:00:00-04:00,366.26600229355023,370.5688427418811,362.68356491099473,367.2492370605469,112508300,0.0,0.0,0.0
2022-07-01 00:00:00-04:00,366.5774954956334,371.5812497681299,363.8906528304911,371.1334228515625,74839700,0.0,0.0,0.0
2022-07-05 00:00:00-04:00,365.915542571367,371.8538394056252,363.0145307517283,371.8343505859375,81438000,0.0,0.0,0.0
2022-07-06 00:00:00-04:00,371.98032532229934,375.6406579737619,369.53688512698045,373.0901184082031,70426200,0.0,0.0,0.0
2022-07-07 00:00:00-04:00,374.91054563158485,379.4956762109673,373.1095827979627,378.6779479980469,64525900,0.0,0.0,0.0
2022-07-08 00:00:00-04:00,377.00357541741255,380.2842626629975,375.43627030437085,378.3664855957031,72397800,0.0,0.0,0.0
2022-07-11 00:00:00-04:00,375.6211776965877,376.6141269475727,373.3334699183484,374.04412841796875,58366900,0.0,0.0,0.0
2022-07-12 00:00:00-04:00,373.4795331164691,375.923003181104,368.94306493001255,370.7342834472656,62219200,0.0,0.0,0.0
2022-07-13 00:00:00-04:00,365.15619291910144,371.79540344874573,364.727854839217,368.78729248046875,84224600,0.0,0.0,0.0
2022-07-14 00:00:00-04:00,363.7056975086294,369.00148712875557,361.2038500107348,367.8917236328125,89704800,0.0,0.0,0.0
2022-07-15 00:00:00-04:00,372.4086970288189,375.03713268446603,370.4520017557682,374.9203186035156,79060400,0.0,0.0,0.0
2022-07-18 00:00:00-04:00,378.08415069985796,378.77532046380696,370.56880472881056,371.8246154785156,63203600,0.0,0.0,0.0
2022-07-19 00:00:00-04:00,375.845095291038,382.45510227754477,375.17341436356577,381.8710021972656,78506000,0.0,0.0,0.0
2022-07-20 00:00:00-04:00,382.06573276645713,385.75526925944484,380.66390438148466,384.30474853515625,71843800,0.0,0.0,0.0
2022-07-21 00:00:00-04:00,383.7109358919804,388.26686331461923,381.2480066490586,388.21820068359375,64903900,0.0,0.0,0.0
2022-07-22 00:00:00-04:00,388.34475638972924,389.5713339432957,382.338308277672,384.61627197265625,72197300,0.0,0.0,0.0
2022-07-25 00:00:00-04:00,385.2587782492228,385.9596924390549,382.7861046200145,385.08355712890625,53631500,0.0,0.0,0.0
2022-07-26 00:00:00-04:00,383.39939682302145,383.6135658665473,379.61253519573495,380.5276184082031,52946400,0.0,0.0,0.0
2022-07-27 00:00:00-04:00,383.9056013591905,392.1997573162678,383.60382175788095,390.4085388183594,82342100,0.0,0.0,0.0
2022-07-28 00:00:00-04:00,391.2359636395745,396.0157740469705,387.59509034193263,395.3051452636719,73966600,0.0,0.0,0.0
2022-07-29 00:00:00-04:00,396.775141750926,402.0806754798391,395.9866170276397,401.0682373046875,87003700,0.0,0.0,0.0
2022-08-01 00:00:00-04:00,398.30356564101714,402.4506439854526,397.57344788790203,399.880615234375,69997500,0.0,0.0,0.0
2022-08-02 00:00:00-04:00,398.2743595325519,402.05150677084,396.03534365430096,397.2424621582031,63435400,0.0,0.0,0.0
2022-08-03 00:00:00-04:00,399.4230651484018,404.66044780679624,399.13102993675284,403.46307373046875,67820600,0.0,0.0,0.0
2022-08-04 00:00:00-04:00,403.3852014898782,404.08611574744685,401.50637219825967,403.1905212402344,45656600,0.0,0.0,0.0
2022-08-05 00:00:00-04:00,398.80003755824566,403.1709994732434,398.7416305172685,402.509033203125,56814900,0.0,0.0,0.0
2022-08-08 00:00:00-04:00,404.24184562371755,406.54901287306393,400.9124957379012,402.041748046875,53886100,0.0,0.0,0.0
2022-08-09 00:00:00-04:00,401.29215271280816,401.80810135782633,399.3451722095601,400.4452209472656,44931800,0.0,0.0,0.0
2022-08-10 00:00:00-04:00,407.6782861708589,409.00224849072276,405.67289843349886,408.856201171875,68665700,0.0,0.0,0.0
2022-08-11 00:00:00-04:00,411.77667221174704,413.68473468129883,408.096879889851,408.856201171875,59489700,0.0,0.0,0.0
2022-08-12 00:00:00-04:00,410.84207689149804,415.8847491075877,409.86858667023455,415.7776794433594,61694500,0.0,0.0,0.0
2022-08-15 00:00:00-04:00,413.50948637256374,418.026495868672,413.45107932809407,417.4910583496094,54048300,0.0,0.0,0.0
2022-08-16 00:00:00-04:00,416.3909998537798,420.2849608961074,415.5635271905722,418.30877685546875,59289000,0.0,0.0,0.0
2022-08-17 00:00:00-04:00,414.6192568124338,418.11408342081853,413.2855798561734,415.3396301269531,63563400,0.0,0.0,0.0
2022-08-18 00:00:00-04:00,415.5440294625642,417.24763738205695,414.2200969966693,416.5467529296875,49023200,0.0,0.0,0.0
2022-08-19 00:00:00-04:00,413.71389697629957,413.9864730578491,410.05356413100793,410.9491882324219,68016900,0.0,0.0,0.0
2022-08-22 00:00:00-04:00,405.9941389043413,406.1693897459911,401.467414714984,402.3922424316406,77695600,0.0,0.0,0.0
2022-08-23 00:00:00-04:00,401.9541394717505,404.40735404454983,400.8540906778926,401.4187316894531,49105200,0.0,0.0,0.0
2022-08-24 00:00:00-04:00,401.1850631898505,404.10553401644995,400.4841787116896,402.7037353515625,49177800,0.0,0.0,0.0
2022-08-25 00:00:00-04:00,404.23206330828236,408.4375481248824,403.11255551399347,408.3888854980469,50942300,0.0,0.0,0.0
2022-08-26 00:00:00-04:00,408.27212932232294,408.82699623947303,394.50696160843324,394.56536865234375,103087000,0.0,0.0,0.0
2022-08-29 00:00:00-04:00,391.5378271817054,395.08131657583044,390.56433684033726,391.9564208984375,65370800,0.0,0.0,0.0
2022-08-30 00:00:00-04:00,393.1440640110229,393.38743658627936,385.50215920625635,387.653564453125,85652400,0.0,0.0,0.0
2022-08-31 00:00:00-04:00,389.3279359598113,390.6032057693781,384.5675842397364,384.703857421875,76029700,0.0,0.0,0.0
2022-09-01 00:00:00-04:00,382.4746216582802,386.26148351079763,379.70016833667745,385.9110412597656,78740100,0.0,0.0,0.0
2022-09-02 00:00:00-04:00,389.66866661321535,390.914732914595,379.9824269776525,381.841796875,99632100,0.0,0.0,0.0
2022-09-06 00:00:00-04:00,382.7081984628254,383.67194423238675,378.12306804245577,380.4010314941406,76637400,0.0,0.0,0.0
2022-09-07 00:00:00-04:00,380.07976552020153,388.0234489889918,379.8558817912962,387.23492431640625,70964200,0.0,0.0,0.0
2022-09-08 00:00:00-04:00,384.90831500391096,390.23327802386143,383.67196340249245,389.7660217285156,80821700,0.0,0.0,0.0
2022-09-09 00:00:00-04:00,392.0634487097344,396.70701615568464,391.7908726316008,395.8211364746094,76706900,0.0,0.0,0.0
2022-09-12 00:00:00-04:00,397.9433408536552,400.81514895760034,397.6318168454417,400.0752868652344,69256300,0.0,0.0,0.0
2022-09-13 00:00:00-04:00,391.1775980198602,392.4139497264876,381.5303351956312,382.6790466308594,122947100,0.0,0.0,0.0
2022-09-14 00:00:00-04:00,384.0127237329054,385.6968726641089,380.7515252530414,384.1392822265625,85023700,0.0,0.0,0.0
2022-09-15 00:00:00-04:00,382.5427239076077,385.4631946849846,378.4735417545182,379.77801513671875,87633800,0.0,0.0,0.0
2022-09-16 00:00:00-04:00,375.4926889268697,377.55517667363466,373.50835735448317,376.8807067871094,103084800,1.596,0.0,0.0
2022-09-19 00:00:00-04:00,373.6550503728242,379.8034362792969,373.5768345276601,379.8034362792969,73278500,0.0,0.0,0.0
2022-09-20 00:00:00-04:00,376.3919828404663,377.42811898915687,372.61888890855596,375.4438171386719,77274900,0.0,0.0,0.0
2022-09-21 00:00:00-04:00,377.4183614942843,380.54633903892034,368.88489939955844,368.8946838378906,106746600,0.0,0.0,0.0
2022-09-22 00:00:00-04:00,368.10288076980356,369.78416343708335,365.033580102337,365.7960205078125,89472600,0.0,0.0,0.0
2022-09-23 00:00:00-04:00,362.23791618290477,362.27702410148413,355.1120417554437,359.6671447753906,122346900,0.0,0.0,0.0
2022-09-26 00:00:00-04:00,358.16180300519017,361.8762498426801,354.8578849055336,356.10906982421875,92581200,0.0,0.0,0.0
2022-09-27 00:00:00-04:00,359.7356081669981,362.06203751735376,352.74656550756094,355.2000732421875,108294100,0.0,0.0,0.0
2022-09-28 00:00:00-04:00,356.17753405401595,363.91923212989315,354.43760439999164,362.1890869140625,110802200,0.0,0.0,0.0
2022-09-29 00:00:00-04:00,358.5527865923987,358.84602140014266,351.60285317345847,354.623291015625,112952300,0.0,0.0,0.0
2022-09-30 00:00:00-04:00,353.6556136729956,357.6731101723002,349.0027849310499,349.1396179199219,153711200,0.0,0.0,0.0
2022-10-03 00:00:00-04:00,352.9517857443662,360.25363123125834,351.1238857208558,358.3572998046875,89756500,0.0,0.0,0.0
2022-10-04 00:00:00-04:00,364.01698666572133,369.4909323706669,358.31823752737506,369.46160888671875,103602800,0.0,0.0,0.0
2022-10-05 00:00:00-04:00,364.9847176619141,370.91805461274834,362.5996415558765,368.6014099121094,88065700,0.0,0.0,0.0
2022-10-06 00:00:00-04:00,367.1644878674774,370.1947103481211,364.2906672382234,364.7989807128906,82333500,0.0,0.0,0.0
2022-10-07 00:00:00-04:00,360.66416669995806,364.88692691507674,352.8149301529347,354.623291015625,107789500,0.0,0.0,0.0
2022-10-10 00:00:00-04:00,355.76692837910446,356.01130065678035,349.6185433508112,351.9156188964844,76042800,0.0,0.0,0.0
2022-10-11 00:00:00-04:00,350.1757258072363,354.8579074859023,347.7026792937745,349.6869812011719,92482800,0.0,0.0,0.0
2022-10-12 00:00:00-04:00,350.1073119063881,351.72016308349157,348.27938208636164,348.5335388183594,76991800,0.0,0.0,0.0
2022-10-13 00:00:00-04:00,341.34899160448634,359.23706167550654,340.27374752962675,357.7317199707031,147254500,0.0,0.0,0.0
2022-10-14 00:00:00-04:00,360.25363314465216,361.9251611566207,348.9245368832143,349.5794677734375,123737000,0.0,0.0,0.0
2022-10-17 00:00:00-04:00,355.81584931744595,359.6964825919136,349.2373363349103,358.5625915527344,93168200,0.0,0.0,0.0
2022-10-18 00:00:00-04:00,366.68553055376594,366.9983342589745,359.24682218552937,362.77557373046875,97162900,0.0,0.0,0.0
2022-10-19 00:00:00-04:00,360.6837331150814,363.4793677603323,357.32116785496873,360.20477294921875,79746900,0.0,0.0,0.0
2022-10-20 00:00:00-04:00,359.7453737964929,364.28093831476565,356.402347377369,357.1843566894531,88283100,0.0,0.0,0.0
2022-10-21 00:00:00-04:00,356.9008518310171,366.3629401250189,355.3564320209155,365.86444091796875,131038400,0.0,0.0,0.0
2022-10-24 00:00:00-04:00,367.42844030290934,371.50455367932216,364.7109916111623,370.3413391113281,85436900,0.0,0.0,0.0
2022-10-25 00:00:00-04:00,370.26317390979085,376.577746326248,370.145879968712,376.25518798828125,78846300,0.0,0.0,0.0
2022-10-26 00:00:00-04:00,373.0294204458141,378.8552476739369,372.76550910315547,373.42041015625,104087300,0.0,0.0,0.0
2022-10-27 00:00:00-04:00,374.4467684001418,376.3333152627642,370.79093876706634,371.42633056640625,81971800,0.0,0.0,0.0
2022-10-28 00:00:00-04:00,371.3188274500018,380.7515925133147,371.1331021106423,380.2628479003906,100302000,0.0,0.0,0.0
2022-10-31 00:00:00-04:00,377.7409160110564,379.6567864254484,376.5874859535573,377.5160827636719,96631300,0.0,0.0,0.0
2022-11-01 00:00:00-04:00,381.3576810572358,381.60205337662023,374.66187353998174,375.8641662597656,85407600,0.0,0.0,0.0
2022-11-02 00:00:00-04:00,375.25809211312895,379.8816266966753,366.3238564751482,366.4313659667969,126990400,0.0,0.0,0.0
2022-11-03 00:00:00-04:00,363.1079313782923,365.7764877586947,360.4882673585489,362.6582946777344,87100100,0.0,0.0,0.0
2022-11-04 00:00:00-04:00,368.5134137464274,370.34131370484624,361.6709896185096,367.8780517578125,103505200,0.0,0.0,0.0
2022-11-07 00:00:00-05:00,369.2074679349638,372.00310279024353,367.0765484619541,371.3970642089844,68286900,0.0,0.0,0.0
2022-11-08 00:00:00-05:00,372.53089918906153,376.45064047415843,369.2172262729853,373.40087890625,84641100,0.0,0.0,0.0
2022-11-09 00:00:00-05:00,371.3775257261929,372.5603093309158,365.19978580597893,365.7080993652344,78495500,0.0,0.0,0.0
2022-11-10 00:00:00-05:00,379.31469383822395,386.14736402210883,376.9589709823224,385.80523681640625,141455800,0.0,0.0,0.0
2022-11-11 00:00:00-05:00,386.6849639063304,390.3603329853459,384.74952447694585,389.53924560546875,93839900,0.0,0.0,0.0
2022-11-14 00:00:00-05:00,387.7308666111078,391.1716178291085,385.94204468399795,386.22552490234375,71903500,0.0,0.0,0.0
2022-11-15 00:00:00-05:00,392.1197473943442,393.2536383326056,385.6096663938054,389.5196228027344,93194500,0.0,0.0,0.0
2022-11-16 00:00:00-05:00,387.8481737653693,388.8256629910324,385.902979752093,386.5481262207031,68508500,0.0,0.0,0.0
2022-11-17 00:00:00-05:00,381.67044823450266,386.05939529817977,381.35767434245787,385.3653564453125,74496300,0.0,0.0,0.0
2022-11-18 00:00:00-05:00,388.7865188194193,388.85495021818014,384.19233778552143,387.1150207519531,92922500,0.0,0.0,0.0
2022-11-21 00:00:00-05:00,385.7563813757307,386.9098115596028,383.82094187436496,385.7074890136719,51243200,0.0,0.0,0.0
2022-11-22 00:00:00-05:00,387.7015095405904,391.0640744573585,386.25481492225055,390.89788818359375,60429000,0.0,0.0,0.0
2022-11-23 00:00:00-05:00,390.55578707096686,393.85970524802,390.321199215281,393.3612060546875,68261600,0.0,0.0,0.0
2022-11-25 00:00:00-05:00,392.784479268047,393.84018432842225,392.501028872916,393.2732238769531,30545400,0.0,0.0,0.0
2022-11-28 00:00:00-05:00,390.1061501070995,391.7874326763071,386.2157324631907,386.99774169921875,67881600,0.0,0.0,0.0
2022-11-29 00:00:00-05:00,387.13458732370214,388.3564488287392,384.44649201262064,386.33306884765625,52310000,0.0,0.0,0.0
2022-11-30 00:00:00-05:00,386.5872113528792,398.5028076171875,384.62247825832196,398.5028076171875,144566700,0.0,0.0,0.0
2022-12-01 00:00:00-05:00,399.5682587162568,400.7705811988708,395.6387627810804,398.2095642089844,76398200,0.0,0.0,0.0
2022-12-02 00:00:00-05:00,393.194988786622,398.678688295387,393.0874793047716,397.7500915527344,85342700,0.0,0.0,0.0
2022-12-05 00:00:00-05:00,394.85677813355926,395.81469846734086,389.206891695533,390.59490966796875,77289800,0.0,0.0,0.0
2022-12-06 00:00:00-05:00,390.42876012091807,390.9859063089737,382.8238951291124,384.9645690917969,77972200,0.0,0.0,0.0
2022-12-07 00:00:00-05:00,384.09464354604194,386.73387655817146,383.14647774263597,384.3096923828125,65927900,0.0,0.0,0.0
2022-12-08 00:00:00-05:00,386.24506780763073,388.4150650313297,384.41713808316416,387.3202819824219,60737900,0.0,0.0,0.0
2022-12-09 00:00:00-05:00,386.0496071718604,388.66927120516453,384.29989306002165,384.4269714355469,81447700,0.0,0.0,0.0
2022-12-12 00:00:00-05:00,385.2382859834483,389.9693603515625,384.554061385525,389.9693603515625,75405800,0.0,0.0,0.0
2022-12-13 00:00:00-05:00,400.9856425380019,401.2495538972805,390.0866433337404,392.9213562011719,123782500,0.0,0.0,0.0
