Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-23 00:00:00-04:00,136.2485259542855,141.65733384747773,136.1100927486572,141.50901794433594,117726300,0.0,0.0
2022-05-24 00:00:00-04:00,139.23474245180074,140.38176904037616,135.79367777416203,138.78977966308594,104132700,0.0,0.0
2022-05-25 00:00:00-04:00,136.8813675428628,140.20377961267315,136.79237799972836,138.947998046875,92482700,0.0,0.0
2022-05-26 00:00:00-04:00,135.85300993181187,142.72525688304626,135.6058066955222,142.17152404785156,90601500,0.0,0.0
2022-05-27 00:00:00-04:00,143.7635325841898,148.00553404347875,143.63498205606007,147.9659881591797,90978500,0.0,0.0
2022-05-31 00:00:00-04:00,147.40234933421254,148.9745582570184,145.19728565758075,147.17491149902344,103718400,0.0,0.0
2022-06-01 00:00:00-04:00,148.22303074377103,150.04245773889076,146.02786514947005,147.04635620117188,74286600,0.0,0.0
2022-06-02 00:00:00-04:00,146.17619482208354,149.57771319342277,145.21704522011572,149.5183868408203,72348100,0.0,0.0
2022-06-03 00:00:00-04:00,145.25661641334162,146.31465351280556,142.84392548778143,143.75363159179688,88570300,0.0,0.0
2022-06-06 00:00:00-04:00,145.38516989363742,146.9079503180405,143.27899343758773,144.505126953125,71598400,0.0,0.0
2022-06-07 00:00:00-04:00,142.73513184610434,147.33310527065905,142.48792864934148,147.04635620117188,67808200,0.0,0.0
2022-06-08 00:00:00-04:00,146.91780764300395,148.19336951631934,145.81034213512785,146.30474853515625,53950200,0.0,0.0
2022-06-09 00:00:00-04:00,145.4346129933247,146.29487544640503,140.93551097596853,141.04428100585938,69473000,0.0,0.0
2022-06-10 00:00:00-04:00,138.71067132352846,139.18529728716365,135.52669260330458,135.59591674804688,91437900,0.0,0.0
2022-06-13 00:00:00-04:00,131.3835321781935,133.68746746678616,129.9695373288117,130.4046173095703,122207100,0.0,0.0
2022-06-14 00:00:00-04:00,131.6406665661292,132.3921589404782,130.00911622380323,131.27479553222656,84784300,0.0,0.0
2022-06-15 00:00:00-04:00,132.78767094705634,135.80355315624965,130.68150983710063,133.9149169921875,91533000,0.0,0.0
2022-06-16 00:00:00-04:00,130.60241738744108,130.90894699052464,127.59641754385291,128.60501098632812,108123900,0.0,0.0
2022-06-17 00:00:00-04:00,128.61488962689282,131.59121075763036,128.3577886395421,130.0882110595703,134520300,0.0,0.0
2022-06-21 00:00:00-04:00,131.92741747630595,135.5266958879543,131.82854523753298,134.35000610351562,81000500,0.0,0.0
2022-06-22 00:00:00-04:00,133.28211318742854,136.21888934724515,132.41196790576896,133.8358612060547,73409200,0.0,0.0
2022-06-23 00:00:00-04:00,135.28936904706225,137.03955676860255,134.1126794487288,136.72314453125,72433800,0.0,0.0
2022-06-24 00:00:00-04:00,138.33492070297535,140.32244431749157,138.2063852839903,140.0752410888672,89116800,0.0,0.0
2022-06-27 00:00:00-04:00,141.10359988118608,141.88477053296828,139.39295776376983,140.0752410888672,70207900,0.0,0.0
2022-06-28 00:00:00-04:00,140.5399855848393,141.81554761684743,135.78379783894255,135.90245056152344,67083400,0.0,0.0
2022-06-29 00:00:00-04:00,135.92220610948357,139.09628656093457,135.14103559423222,137.67239379882812,66242400,0.0,0.0
2022-06-30 00:00:00-04:00,135.71456031317572,136.82202584965663,132.27349590476265,135.19049072265625,98964500,0.0,0.0
2022-07-01 00:00:00-04:00,134.5180943871052,137.48453295721393,134.1423557614571,137.37576293945312,71051600,0.0,0.0
2022-07-05 00:00:00-04:00,136.2287695508231,140.02580780274883,135.39815517414218,139.9763641357422,73353800,0.0,0.0
2022-07-06 00:00:00-04:00,139.76867790026614,142.50767815156894,139.50169425286785,141.32110595703125,74064300,0.0,0.0
2022-07-07 00:00:00-04:00,141.68697357976376,144.91051283005544,141.67709088388577,144.71275329589844,66253700,0.0,0.0
2022-07-08 00:00:00-04:00,143.6349641985853,145.89935431150678,143.37787826237835,145.39505004882812,64547800,0.0,0.0
2022-07-11 00:00:00-04:00,144.0403666554404,144.99951633102606,142.1715109645947,143.2493133544922,63141600,0.0,0.0
2022-07-12 00:00:00-04:00,144.12935364789075,146.78926259274837,143.42730498315143,144.22824096679688,77588800,0.0,0.0
2022-07-13 00:00:00-04:00,141.39036395608215,144.81164818801975,140.53008646129757,143.86239624023438,71185600,0.0,0.0
2022-07-14 00:00:00-04:00,142.4681487068605,147.28366216979555,141.6474322799387,146.8090362548828,78140700,0.0,0.0
2022-07-15 00:00:00-04:00,148.10439957124572,149.1723193471024,146.5420733299788,148.4900360107422,76259900,0.0,0.0
2022-07-18 00:00:00-04:00,149.0536388452096,149.87435523540833,145.05882689985873,145.42469787597656,81420900,0.0,0.0
2022-07-19 00:00:00-04:00,146.26518480340945,149.53815269551012,145.2664893259794,149.31072998046875,82982400,0.0,0.0
2022-07-20 00:00:00-04:00,149.4293925224022,152.000311958322,148.6877828875892,151.32791137695312,64823400,0.0,0.0
2022-07-21 00:00:00-04:00,152.7715940586688,153.82963111093642,150.2402354320496,153.61209106445312,65086600,0.0,0.0
2022-07-22 00:00:00-04:00,153.65162485612666,154.53166767019178,151.69377967986344,152.3661651611328,66675400,0.0,0.0
2022-07-25 00:00:00-04:00,152.28707668870828,153.30555281809416,150.57643451334488,151.2389373779297,53623900,0.0,0.0
2022-07-26 00:00:00-04:00,150.55664250435638,151.377358998934,149.11298416013028,149.90403747558594,55138700,0.0,0.0
2022-07-27 00:00:00-04:00,150.8730563372651,155.56991705952098,150.45775677870958,155.03594970703125,78620700,0.0,0.0
2022-07-28 00:00:00-04:00,155.22383541017217,155.87645550576187,152.68259425698668,155.58970642089844,81378700,0.0,0.0
2022-07-29 00:00:00-04:00,159.43620450863523,161.7994668410696,157.71566455451068,160.69198608398438,101786900,0.0,0.0
2022-08-01 00:00:00-04:00,159.20874910017582,161.75988802454205,159.09009638818694,159.70315551757812,67829400,0.0,0.0
2022-08-02 00:00:00-04:00,158.30894480983025,160.59310010072895,157.84420155891036,158.21994018554688,59907000,0.0,0.0
2022-08-03 00:00:00-04:00,159.04067069736146,164.72634513985955,158.9516811533157,164.27149963378906,82507500,0.0,0.0
2022-08-04 00:00:00-04:00,164.15282242658068,165.3196294825107,162.59049624991118,163.95506286621094,55474100,0.0,0.0
2022-08-05 00:00:00-04:00,161.60834223298872,164.22243393880652,161.4003964239712,163.7273406982422,56697000,0.23,0.0
2022-08-08 00:00:00-04:00,164.73729364394697,166.16316436583313,162.58859113714837,163.25201416015625,60276900,0.0,0.0
2022-08-09 00:00:00-04:00,162.41035209521291,164.19269035758015,161.64790445621966,163.301513671875,63135500,0.0,0.0
2022-08-10 00:00:00-04:00,166.03445902229987,167.67817217862313,165.2621147891449,167.57916259765625,70170500,0.0,0.0
